Algorithm,Width,Height,Threads,Seed,FillPercent,Run,TimeMs
OMP_Rows,100,100,6,42,0.40,8,44.083000
OMP_Rows,100,100,6,42,0.40,9,43.950000
OMP_Rows,100,100,6,42,0.40,10,44.384000
OMP_Rows,100,100,6,42,0.40,11,44.405000
OMP_Rows,100,100,6,42,0.40,12,44.342000
OMP_Rows,100,100,6,42,0.40,13,44.299000
OMP_Rows,100,100,6,42,0.40,14,45.461000
OMP_Rows,100,100,6,42,0.40,15,44.245000
OMP_Rows,100,100,6,42,0.40,16,45.677000
OMP_Rows,100,100,6,42,0.40,17,44.321000
OMP_Rows,100,100,6,42,0.40,18,44.206000
OMP_Rows,100,100,6,42,0.40,19,44.371000
OMP_Rows,100,100,6,42,0.40,20,44.424000
OMP_Rows,100,100,6,42,0.40,21,45.169000
OMP_Rows,100,100,6,42,0.40,22,44.783000
OMP_Rows,100,100,6,42,0.40,23,44.468000
OMP_Rows,100,100,6,42,0.40,24,44.526000
OMP_Rows,100,100,6,42,0.40,AVG,44.261105
OMP_Rows,100,100,7,42,0.40,0,53.536000
OMP_Rows,100,100,7,42,0.40,1,50.348000
OMP_Rows,100,100,7,42,0.40,2,51.005000
OMP_Rows,100,100,7,42,0.40,3,50.641000
OMP_Rows,100,100,7,42,0.40,4,50.871000
OMP_Rows,100,100,7,42,0.40,5,50.601000
OMP_Rows,100,100,7,42,0.40,6,50.694000
OMP_Rows,100,100,7,42,0.40,7,50.560000
OMP_Rows,100,100,7,42,0.40,8,50.577000
OMP_Rows,100,100,7,42,0.40,9,50.765000
OMP_Rows,100,100,7,42,0.40,10,50.558000
OMP_Rows,100,100,7,42,0.40,11,51.608000
OMP_Rows,100,100,7,42,0.40,12,51.149000
OMP_Rows,100,100,7,42,0.40,13,50.581000
OMP_Rows,100,100,7,42,0.40,14,52.322000
OMP_Rows,100,100,7,42,0.40,15,50.740000
OMP_Rows,100,100,7,42,0.40,16,51.249000
OMP_Rows,100,100,7,42,0.40,17,51.093000
OMP_Rows,100,100,7,42,0.40,18,51.424000
OMP_Rows,100,100,7,42,0.40,19,51.742000
OMP_Rows,100,100,7,42,0.40,20,52.497000
OMP_Rows,100,100,7,42,0.40,21,51.184000
OMP_Rows,100,100,7,42,0.40,22,50.787000
OMP_Rows,100,100,7,42,0.40,23,50.980000
OMP_Rows,100,100,7,42,0.40,24,51.119000
OMP_Rows,100,100,7,42,0.40,AVG,50.815895
OMP_Rows,100,100,8,42,0.40,0,57.250000
OMP_Rows,100,100,8,42,0.40,1,57.523000
OMP_Rows,100,100,8,42,0.40,2,57.791000
OMP_Rows,100,100,8,42,0.40,3,57.077000
OMP_Rows,100,100,8,42,0.40,4,57.541000
OMP_Rows,100,100,8,42,0.40,5,58.380000
OMP_Rows,100,100,8,42,0.40,6,58.809000
OMP_Rows,100,100,8,42,0.40,7,58.489000
OMP_Rows,100,100,8,42,0.40,8,58.719000
OMP_Rows,100,100,8,42,0.40,9,60.022000
OMP_Rows,100,100,8,42,0.40,10,58.412000
OMP_Rows,100,100,8,42,0.40,11,58.433000
OMP_Rows,100,100,8,42,0.40,12,58.559000
OMP_Rows,100,100,8,42,0.40,13,59.307000
OMP_Rows,100,100,8,42,0.40,14,59.358000
OMP_Rows,100,100,8,42,0.40,15,59.062000
OMP_Rows,100,100,8,42,0.40,16,57.412000
OMP_Rows,100,100,8,42,0.40,17,57.579000
OMP_Rows,100,100,8,42,0.40,18,58.811000
OMP_Rows,100,100,8,42,0.40,19,57.242000
OMP_Rows,100,100,8,42,0.40,20,58.474000
OMP_Rows,100,100,8,42,0.40,21,58.836000
